epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,2682.24,1.08437,0.76175,1.13909,0.70656,0.77919,0.80174,0.42814,2.20943,2.1557,1.93992,0.00175943,0.00175943,0.00175943
36,2759.18,1.03205,0.7073,1.08218,0.80635,0.67647,0.77851,0.51225,2.12185,2.19883,2.04668,0.00174571,0.00174571,0.00174571
37,2835.13,1.1211,0.73636,1.14811,0.73676,0.74099,0.78648,0.52018,2.27619,1.91858,2.10683,0.00173168,0.00173168,0.00173168
38,2912.01,1.06745,0.70977,1.14262,0.75836,0.76471,0.76885,0.43813,2.37604,1.98027,2.09476,0.00171733,0.00171733,0.00171733
39,2988.15,1.10008,0.68695,1.12677,0.83379,0.73778,0.86325,0.5755,1.88945,1.58713,1.76412,0.00170267,0.00170267,0.00170267
40,3063.95,1.02509,0.62992,1.10303,0.8711,0.79506,0.87755,0.51386,1.68538,1.71475,1.79303,0.0016877,0.0016877,0.0016877
41,3140.65,1.01119,0.63456,1.10436,0.82303,0.79412,0.83861,0.4858,1.81895,1.62745,1.80252,0.00167244,0.00167244,0.00167244
42,3216.33,1.03407,0.65986,1.10362,0.85162,0.84422,0.88437,0.5565,1.77462,1.61718,1.73335,0.00165689,0.00165689,0.00165689
43,3292.51,1.05164,0.62426,1.10375,0.72675,0.88235,0.85173,0.45618,1.7588,1.68122,1.63588,0.00164105,0.00164105,0.00164105
44,3368.44,1.06958,0.66593,1.1109,0.79909,0.85294,0.87468,0.54983,1.78545,1.63393,1.70652,0.00162494,0.00162494,0.00162494
45,3444.88,1.05736,0.66133,1.11231,0.73734,0.91176,0.86363,0.50612,2.04878,1.90976,1.88537,0.00160855,0.00160855,0.00160855
46,3520.03,0.95173,0.64908,1.08288,0.78792,0.91176,0.87408,0.57777,1.91479,1.70602,1.8028,0.00159191,0.00159191,0.00159191
47,3596.28,0.9731,0.62741,1.06817,0.72602,0.97059,0.88894,0.56247,2.11739,2.27474,1.93092,0.00157501,0.00157501,0.00157501
48,3672.84,0.99987,0.64402,1.09697,0.87743,0.79412,0.88115,0.59257,1.98235,1.74484,1.88843,0.00155786,0.00155786,0.00155786
49,3748.88,1.01636,0.68952,1.07238,0.8618,0.91715,0.92656,0.56407,2.02859,1.51594,1.89648,0.00154047,0.00154047,0.00154047
50,3825.93,0.94302,0.61871,1.09743,0.89052,0.95719,0.94316,0.56685,1.99216,2.04152,1.82663,0.00152285,0.00152285,0.00152285
51,3903.45,0.98391,0.61977,1.07481,0.87416,0.82353,0.89189,0.55209,2.19178,1.90019,1.75919,0.001505,0.001505,0.001505
52,3980.08,0.97474,0.62756,1.0728,0.8266,0.84145,0.87734,0.60069,2.41469,1.57617,2.21625,0.00148694,0.00148694,0.00148694
53,4056.42,0.98306,0.64887,1.08484,0.80805,0.8669,0.8771,0.53122,2.4464,2.04313,2.31888,0.00146866,0.00146866,0.00146866
54,4132.95,0.97535,0.63476,1.0764,0.75338,0.88235,0.82026,0.53105,2.72508,1.55479,2.63665,0.00145019,0.00145019,0.00145019
55,4209.37,1.02718,0.6456,1.10635,0.84042,0.91176,0.9089,0.52786,2.3433,1.97938,2.01708,0.00143152,0.00143152,0.00143152
56,4285.8,1.01926,0.61124,1.09203,0.86612,0.85294,0.87615,0.54407,1.90816,1.21148,1.72622,0.00141267,0.00141267,0.00141267
57,4362.4,0.9868,0.6095,1.08159,0.91089,0.90217,0.91705,0.5893,1.4689,1.16608,1.40024,0.00139364,0.00139364,0.00139364
58,4438.79,0.9853,0.5937,1.10143,0.87782,0.91176,0.91315,0.53877,1.8932,1.35512,1.89113,0.00137444,0.00137444,0.00137444
59,4515.26,1.03685,0.62077,1.10643,0.85707,0.88182,0.85974,0.50775,1.88264,1.91747,1.77727,0.00135509,0.00135509,0.00135509
60,4591.61,1.00271,0.61978,1.0965,0.81367,0.89925,0.90153,0.5843,1.89073,1.4106,1.67152,0.00133558,0.00133558,0.00133558
61,4667.48,0.97434,0.6024,1.10327,0.85624,0.88235,0.89734,0.5473,1.79362,2.11228,1.34517,0.00131593,0.00131593,0.00131593
62,4743.88,1.02723,0.59735,1.07505,0.8506,0.85294,0.88171,0.55817,2.44646,2.03107,2.08054,0.00129614,0.00129614,0.00129614
63,4820.66,0.94546,0.58611,1.0649,0.85951,0.85294,0.90251,0.60784,1.96779,2.59223,1.63407,0.00127623,0.00127623,0.00127623
64,4896.76,0.91851,0.61874,1.0294,0.84808,0.85294,0.87472,0.52795,2.16999,1.81314,1.82389,0.0012562,0.0012562,0.0012562
65,4972.15,0.93246,0.58437,1.0891,0.84505,0.82353,0.85058,0.52602,1.92834,1.42185,1.69739,0.00123607,0.00123607,0.00123607
66,5048.76,1.00944,0.60704,1.05664,0.84647,0.82353,0.86129,0.58263,2.16998,1.61369,1.90294,0.00121583,0.00121583,0.00121583
67,5125.13,0.83898,0.5349,1.04497,0.87356,0.91176,0.92934,0.56081,1.89225,1.89175,1.63257,0.00119551,0.00119551,0.00119551
68,5200.78,0.92895,0.57885,1.0539,0.90939,0.85294,0.89908,0.53739,1.92627,2.19024,1.7116,0.0011751,0.0011751,0.0011751
69,5276.63,0.95075,0.56884,1.01365,0.92321,0.88235,0.93503,0.58996,1.73266,1.8421,1.59766,0.00115462,0.00115462,0.00115462
70,5353.35,0.98398,0.57635,1.09272,0.87159,0.79863,0.93385,0.65757,1.49207,1.37893,1.54079,0.00113408,0.00113408,0.00113408
71,5429.74,0.86461,0.53433,1.01283,0.79789,0.91176,0.94005,0.61989,1.52989,1.49227,1.52302,0.00111348,0.00111348,0.00111348
72,5505.85,0.95639,0.57915,1.05347,0.8561,0.87507,0.91873,0.57646,2.06158,1.63088,1.88473,0.00109284,0.00109284,0.00109284
73,5582.21,0.89567,0.55608,1.04175,0.88469,0.91176,0.90488,0.60775,2.49471,1.10195,2.27875,0.00107216,0.00107216,0.00107216
74,5658.57,0.96446,0.57673,1.03922,0.80617,0.85638,0.90595,0.59925,2.31896,1.82084,2.09045,0.00105146,0.00105146,0.00105146
75,5734.57,0.88418,0.54646,1.03798,0.85826,0.91176,0.88774,0.53356,2.34556,2.0577,2.07226,0.00103073,0.00103073,0.00103073
76,5810.75,0.93421,0.56226,1.04172,0.88194,0.76471,0.80711,0.52566,2.2907,1.83886,2.19075,0.00101,0.00101,0.00101
77,5887.14,0.96391,0.56876,1.07102,0.86942,0.78357,0.83966,0.52969,2.44487,1.69468,2.30788,0.000989267,0.000989267,0.000989267
78,5963.74,0.89771,0.52974,1.03291,0.91084,0.82353,0.89287,0.5635,2.17496,1.38218,2.06582,0.000968543,0.000968543,0.000968543
79,6040.47,0.90581,0.53431,1.06464,0.8959,0.79412,0.84026,0.52998,2.19786,1.41633,2.19044,0.000947837,0.000947837,0.000947837
80,6116.32,0.92218,0.52194,1.01577,0.85571,0.87231,0.878,0.55714,2.24575,1.70158,2.13761,0.000927159,0.000927159,0.000927159
81,6192.62,0.85932,0.50399,1.01222,0.87035,0.85294,0.85988,0.606,2.14014,1.60513,2.10783,0.000906517,0.000906517,0.000906517
82,6269.1,0.88573,0.50238,1.01217,0.90618,0.85226,0.90386,0.59059,2.16779,1.37383,1.97639,0.00088592,0.00088592,0.00088592
83,6345.46,0.8904,0.51308,1.00014,0.85601,0.87446,0.90361,0.55021,1.53706,1.77309,1.43517,0.000865378,0.000865378,0.000865378
84,6422.04,0.83932,0.50837,0.98786,0.84602,0.85294,0.89846,0.60915,1.41534,1.77449,1.49091,0.000844899,0.000844899,0.000844899
85,6498.66,0.87814,0.49675,1.02142,0.88155,0.87569,0.90031,0.61561,1.53253,1.79706,1.56806,0.000824492,0.000824492,0.000824492
86,6574.46,0.87539,0.50033,1.00979,0.90059,0.88235,0.90718,0.57516,1.66447,1.63017,1.57697,0.000804167,0.000804167,0.000804167
87,6650.78,0.91423,0.51764,1.05811,0.83595,0.94118,0.90308,0.6218,1.65002,1.55188,1.68353,0.000783933,0.000783933,0.000783933
88,6727.17,0.86918,0.51001,1.00676,0.86542,0.88235,0.92321,0.6714,1.67619,1.44699,1.58032,0.000763797,0.000763797,0.000763797
89,6803.28,0.86075,0.48782,1.07231,0.89857,0.94118,0.94586,0.66869,1.61481,1.52414,1.53848,0.000743769,0.000743769,0.000743769
90,6879.42,0.84817,0.48571,1.04306,0.93709,0.87641,0.92635,0.61213,1.76329,1.4957,1.61472,0.000723859,0.000723859,0.000723859
91,6955.27,0.9084,0.51184,1.03308,0.83755,0.90989,0.92071,0.62978,1.8138,1.62719,1.62146,0.000704073,0.000704073,0.000704073
92,7031.37,0.86472,0.49571,1.02631,0.87268,0.88235,0.93179,0.6394,1.51124,1.67139,1.53095,0.000684422,0.000684422,0.000684422
93,7107.43,0.93887,0.52093,1.06097,0.87441,0.88235,0.91972,0.62954,1.50937,1.61289,1.56314,0.000664914,0.000664914,0.000664914
94,7184.09,0.8191,0.46022,1.00159,0.8684,0.91176,0.91291,0.63236,1.74147,1.63338,1.77736,0.000645557,0.000645557,0.000645557
95,7260.7,0.81111,0.48186,1.00134,0.81484,0.82353,0.8268,0.58137,1.88989,1.53603,1.93747,0.00062636,0.00062636,0.00062636
96,7337.4,0.8593,0.47916,1.0236,0.82673,0.85294,0.81984,0.56365,2.18087,1.4548,2.07263,0.000607331,0.000607331,0.000607331
97,7413.83,0.83895,0.47038,1.02305,0.80549,0.85261,0.81116,0.52704,2.44713,1.51592,2.36725,0.000588479,0.000588479,0.000588479
98,7490,0.81671,0.46998,1.00186,0.82321,0.85294,0.81071,0.5272,2.45567,1.53469,2.36068,0.000569811,0.000569811,0.000569811
99,7566.58,0.79045,0.46224,1.00569,0.7977,0.85294,0.8131,0.60618,2.29993,1.48249,2.21846,0.000551337,0.000551337,0.000551337
100,7643.39,0.84067,0.46376,1.00832,0.82791,0.84909,0.84223,0.5973,2.07443,1.33807,1.94186,0.000533064,0.000533064,0.000533064
101,7720.05,0.76117,0.44746,0.97988,0.81833,0.85294,0.85441,0.59203,2.08456,1.27838,1.94737,0.000515,0.000515,0.000515
102,7797.38,0.86982,0.47059,1.02036,0.89566,0.88235,0.89391,0.58577,2.08991,1.39641,1.97159,0.000497153,0.000497153,0.000497153
