epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,3464.03,1.03318,0.66526,1.02282,0.96143,0.93333,0.97097,0.62291,1.10867,0.66823,0.94602,0.000482,0.000482,0.000482
48,3536.92,0.98849,0.63379,1.01364,0.94963,0.9427,0.95915,0.58032,1.26056,0.65274,0.98286,0.000449,0.000449,0.000449
49,3610.33,1.04426,0.63633,1.01451,0.95068,0.96393,0.9786,0.62522,1.10923,0.59861,0.95304,0.000416,0.000416,0.000416
50,3683.52,1.01619,0.65339,1.02641,0.93879,0.93333,0.95885,0.58617,1.23358,0.64598,0.97166,0.000383,0.000383,0.000383
51,3754.86,0.95879,0.60224,1.03269,0.94683,0.93333,0.94038,0.59316,1.22,0.62719,0.96791,0.00035,0.00035,0.00035
52,3826.15,0.94736,0.58186,0.97172,0.94816,0.95,0.96839,0.64147,1.06954,0.56698,0.93736,0.000317,0.000317,0.000317
53,3897.31,0.96252,0.59784,0.99268,0.93525,0.96301,0.96759,0.63215,1.0741,0.58677,0.93866,0.000284,0.000284,0.000284
54,3968.58,0.8952,0.55875,1.0043,0.96442,0.95,0.9671,0.59756,1.14168,0.63312,0.94959,0.000251,0.000251,0.000251
55,4040.17,0.92141,0.55045,0.97705,0.95067,0.96363,0.97211,0.66339,1.01222,0.59982,0.92358,0.000218,0.000218,0.000218
56,4111.54,0.8746,0.54968,0.9953,0.94546,0.95,0.97457,0.68701,0.9093,0.56604,0.90559,0.000185,0.000185,0.000185
57,4182.54,0.89039,0.55401,0.98619,0.93533,0.96427,0.97273,0.6587,0.97636,0.57224,0.9218,0.000152,0.000152,0.000152
58,4254.17,0.89647,0.54256,0.97673,0.93528,0.96344,0.97045,0.65899,0.99039,0.56859,0.92582,0.000119,0.000119,0.000119
59,4325.49,0.85824,0.53341,0.98275,0.93537,0.96482,0.97238,0.65007,1.01205,0.56511,0.92808,8.6e-05,8.6e-05,8.6e-05
60,4396.67,0.87243,0.52328,0.94549,0.93547,0.96646,0.97189,0.66406,0.98111,0.55459,0.91951,5.3e-05,5.3e-05,5.3e-05
